player,fotmobRating,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,match_id,match_date,home_team,away_team,competition_stage
João Mário Naval da Costa Eduardo,7.3,7579,"['Left Midfield', 'Right Midfield', 'Right Center Midfield']",0,0,0,84,2,0,2,1,0,0,0,1,0,0,2,1,2,1,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Raphaël Adelino José Guerreiro,8.4,7579,['Left Back'],2,0,0,76,3,1,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Adrien Sebastian Perruchet Silva,6.5,7579,['Right Center Midfield'],1,0,0,88,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Gonçalo Manuel Ganchinho Guedes,6.3,7579,"['Right Center Forward', 'Left Midfield']",3,0,0,88,0,0,0,0,0,0,0,2,0,1,2,1,2,1,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Diego Roberto Godín Leal,7.2,7579,['Right Center Back'],0,0,0,83,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
José Miguel da Rocha Fonte,7.4,7579,['Left Center Back'],1,0,0,81,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Lucas Torreira Di Pascua,6.9,7579,"['Center Defensive Midfield', 'Right Defensive Midfield']",0,0,0,79,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Bernardo Mota Veiga de Carvalho e Silva,7.8,7579,"['Right Midfield', 'Right Center Forward', 'Center Attacking Midfield']",2,0,0,85,4,0,7,1,0,0,0,1,0,2,1,0,2,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Matías Vecino Falero,6.7,7579,"['Left Midfield', 'Left Defensive Midfield']",1,0,0,67,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Kléper Laveran Lima Ferreira,8,7579,['Right Center Back'],1,1,1,76,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Federico Julián Fazio,6.6,7580,"['Left Center Back', 'Right Center Back']",0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7580,6/30/2018,France,Argentina,Round of 16
Lucas Hernández Pi,7.1,7580,['Left Back'],0,0,0,78,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Lionel Andrés Messi Cuccittini,8.7,7580,"['Center Forward', 'Secondary Striker']",4,1,0,79,1,1,3,0,0,0,0,0,0,0,4,0,3,1,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Ángel Fabián Di María Hernández,7.1,7580,"['Right Wing', 'Left Wing']",3,1,1,54,0,0,3,1,0,0,0,1,0,1,3,0,1,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Olivier Giroud,7,7580,['Center Forward'],1,0,0,64,0,1,0,1,0,0,0,4,0,1,1,0,4,2,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Blaise Matuidi,6.5,7580,['Left Wing'],1,0,0,86,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Éver Maximiliano David Banega,7.3,7580,['Left Center Midfield'],1,0,0,86,1,1,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Enzo Nicolás Pérez,6.3,7580,['Right Center Midfield'],0,0,0,95,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Javier Alejandro Mascherano,6.9,7580,"['Center Defensive Midfield', 'Right Center Midfield']",0,0,0,85,1,0,1,3,0,0,0,4,0,0,0,0,1,0,0,1,0,7580,6/30/2018,France,Argentina,Round of 16
N'Golo Kanté,7.4,7580,['Left Defensive Midfield'],0,0,0,91,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Ricardo Domingos Barbosa Pereira,6.2,7579,['Right Back'],0,0,0,84,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Cristian David Pavón,6.2,7580,"['Left Wing', 'Right Wing']",0,0,0,66,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Nicolás Hernán Otamendi,6.2,7580,"['Right Center Back', 'Left Center Back']",1,0,0,89,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Nicolás Alejandro Tagliafico,6,7580,['Left Back'],0,0,0,83,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,7580,6/30/2018,France,Argentina,Round of 16
Faustino Marcos Alberto Rojo,6.1,7580,['Left Center Back'],0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Samuel Yves Umtiti,6.3,7580,['Left Center Back'],0,0,0,89,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Benjamin Pavard,7.4,7580,['Right Back'],1,1,1,93,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Kylian Mbappé Lottin,9.2,7580,['Right Wing'],2,2,2,62,0,0,5,1,0,1,0,0,0,0,1,0,3,2,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Paul Pogba,7.2,7580,['Right Defensive Midfield'],1,0,0,77,1,0,3,1,0,0,0,4,0,1,6,3,1,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Raphaël Varane,6.2,7580,['Right Center Back'],0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Antoine Griezmann,8.1,7580,['Right Wing Back'],3,1,1,68,0,0,1,1,0,0,0,2,0,1,2,1,2,1,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Cristiano Ronaldo dos Santos Aveiro,6.7,7579,"['Left Center Forward', 'Left Wing']",6,1,0,75,1,0,4,0,0,0,0,0,0,1,5,1,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
William Silva de Carvalho,7,7579,['Left Center Midfield'],1,0,0,91,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
José María Giménez de Vargas,6.8,7579,['Left Center Back'],0,0,0,93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
Gabriel Iván Mercado,6.9,7580,['Right Back'],1,1,1,93,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,7580,6/30/2018,France,Argentina,Round of 16
Mathias Jørgensen Jatta,7.3,7581,['Left Center Back'],1,1,1,85,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Denis Cheryshev,6.3,7582,"['Left Center Midfield', 'Left Midfield']",2,1,1,60,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Nicolai Jørgensen,6.6,7581,['Center Forward'],3,2,0,69,2,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Lasse Schöne,7,7581,['Right Center Midfield'],4,1,0,84,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Mario Mandžukić,7.9,7581,['Center Forward'],1,1,1,70,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Yussuf Yurary Poulsen,7,7581,['Right Wing'],0,0,0,67,1,0,6,0,0,0,0,4,0,0,2,0,7,1,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Luka Modrić,7.6,7581,"['Right Center Midfield', 'Left Defensive Midfield']",4,3,1,76,5,0,5,0,0,0,0,1,0,1,0,0,2,2,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Andreas Evald Cornelius,6.2,7581,['Center Forward'],0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Ante Rebić,7.8,7581,"['Right Midfield', 'Right Center Forward']",3,1,0,56,0,0,6,2,0,1,0,1,0,0,1,0,1,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Dejan Lovren,7,7581,['Right Center Back'],1,0,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Šime Vrsaljko,6.6,7581,['Right Back'],0,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Ivan Perišić,6,7581,['Left Midfield'],7,0,0,71,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Ivan Rakitić,7.3,7581,"['Left Center Midfield', 'Right Defensive Midfield']",4,3,1,85,2,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Ivan Strinić,7.5,7581,['Left Back'],0,0,0,69,1,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Simon Thorup Kjær,6.8,7581,['Right Center Back'],1,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Jonas Knudsen,6.6,7581,['Left Back'],0,0,0,58,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Martin Braithwaite Christensen,6.4,7581,['Left Wing'],3,1,0,70,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Henrik Dalsgaard,7.4,7581,['Right Back'],0,0,0,70,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Marcelo Brozović,6.4,7581,['Center Defensive Midfield'],0,0,0,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Andreas Christensen,6.2,7581,['Right Center Midfield'],0,0,0,83,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Thomas Delaney,7.9,7581,['Left Center Midfield'],1,0,0,86,0,1,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Domagoj Vida,7,7581,['Left Center Back'],0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Christian Dannemann Eriksen,7,7581,['Secondary Striker'],4,1,0,72,1,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Mateo Kovačić,7.1,7581,"['Center Defensive Midfield', 'Right Midfield']",1,0,0,88,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Josip Pivarić,6.6,7581,['Left Back'],2,1,0,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,7/1/2018,Croatia,Denmark,Round of 16
Iago Aspas Juncal,6.7,7582,['Center Forward'],3,2,0,65,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Mário Figueira Fernandes,7.8,7582,"['Right Midfield', 'Right Back']",0,0,0,70,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Sergio Ramos García,8.4,7582,['Left Center Back'],2,1,1,93,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Ilya Kutepov,7.8,7582,['Right Center Back'],0,0,0,76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7582,7/1/2018,Spain,Russia,Round of 16
Aleksandr Samedov,6.7,7582,"['Right Center Forward', 'Left Center Midfield']",0,0,0,68,1,0,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Gerard Piqué Bernabéu,8,7582,['Right Center Back'],4,2,1,92,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,7582,7/1/2018,Spain,Russia,Round of 16
Jordi Alba Ramos,8,7582,['Left Back'],2,1,0,93,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Sergio Busquets i Burgos,7.4,7582,['Left Defensive Midfield'],2,0,0,90,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Francisco Román Alarcón Suárez,8.7,7582,['Left Midfield'],1,0,0,85,2,0,15,0,0,0,0,0,0,0,3,2,3,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Marco Asensio Willemsen,7.1,7582,['Right Midfield'],2,1,0,86,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Artem Dzyuba,7.8,7582,"['Center Forward', 'Secondary Striker']",2,1,1,45,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
David Josué Jiménez Silva,6.3,7582,['Center Attacking Midfield'],1,0,0,81,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
José Ignacio Fernández Iglesias,7.3,7582,['Right Back'],0,0,0,94,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Aleksandr Golovin,7.1,7582,"['Left Center Forward', 'Right Center Midfield']",2,1,1,79,0,0,3,1,0,0,0,5,0,1,2,1,2,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Daniel Carvajal Ramos,6.5,7582,['Right Back'],1,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Andrés Iniesta Luján,7,7582,['Center Attacking Midfield'],3,2,1,84,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Daler Kuzyaev,6.7,7582,"['Right Center Midfield', 'Center Defensive Midfield']",0,0,0,86,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Vladimir Granat,7,7582,['Left Back'],0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Roman Zobnin,6.3,7582,"['Left Center Midfield', 'Right Midfield', 'Center Defensive Midfield']",1,0,0,65,2,0,3,0,0,0,0,5,0,1,2,1,3,2,0,1,0,7582,7/1/2018,Spain,Russia,Round of 16
Fyodor Smolov,5.7,7582,['Secondary Striker'],2,1,1,69,0,0,1,0,0,0,0,1,0,0,2,1,6,2,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Sergei Ignashevich,6.4,7582,"['Center Back', 'Left Center Back']",1,1,1,67,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Fedor Kudryashov,6.5,7582,"['Left Center Back', 'Left Midfield', 'Left Center Midfield']",0,0,0,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Yuri Zhirkov,6.3,7582,['Left Midfield'],1,0,0,75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Diego da Silva Costa,6.5,7582,['Center Forward'],3,2,0,57,1,0,0,2,0,0,0,1,0,1,3,1,3,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
Jorge Resurrección Merodio,8.1,7582,['Right Defensive Midfield'],2,1,0,94,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7582,7/1/2018,Spain,Russia,Round of 16
José Andrés Guardado Hernández,6.9,7583,"['Left Midfield', 'Right Center Midfield']",2,0,0,82,0,0,2,1,0,0,0,2,0,0,3,1,2,1,0,1,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Carlos Henrique Casimiro,8,7583,['Right Center Midfield'],0,0,0,88,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Carlos Alberto Vela Garrido,7.2,7583,"['Left Wing', 'Right Wing']",2,1,0,84,4,0,5,4,0,0,0,0,0,1,5,0,0,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Héctor Miguel Herrera López,6.2,7583,"['Right Midfield', 'Left Center Midfield']",1,0,0,82,0,0,4,1,0,0,0,6,0,0,3,0,1,0,0,1,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Thiago Emiliano da Silva,7.4,7583,['Right Center Back'],0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Fágner Conserva Lemos,7,7583,"['Right Back', 'Right Wing']",0,0,0,81,1,0,0,4,0,0,0,2,0,0,1,1,1,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Willian Borges da Silva,8.4,7583,['Right Wing'],2,2,0,70,2,1,7,2,0,0,0,0,0,0,3,1,1,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Neymar da Silva Santos Junior,8.9,7583,"['Right Center Forward', 'Center Forward']",7,4,1,68,4,0,4,1,0,0,0,0,0,3,3,2,5,1,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Romelu Lukaku Menama,6.7,7584,['Center Forward'],7,1,0,79,1,0,2,0,0,0,0,2,0,3,0,0,2,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
João Miranda de Souza Filho,7.3,7583,['Left Center Back'],0,0,0,89,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Jesús Daniel Gallardo Vasconcelos,6.2,7583,['Left Back'],1,0,0,94,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Hugo Ayala Castro,6.3,7583,['Right Center Back'],1,0,0,80,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Carlos Joel Salcedo Hernández,6.3,7583,['Left Center Back'],1,0,0,91,1,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Rafael Márquez Álvarez,6.3,7583,['Center Midfield'],0,0,0,75,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Javier Hernández Balcázar,6.1,7583,['Center Forward'],0,0,0,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
José Paulo Bezzera Maciel Júnior,7.4,7583,['Left Center Midfield'],1,1,0,81,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Filipe Luís Kasmirski,7.1,7583,['Left Back'],0,0,0,85,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Edson Omar Álvarez Velázquez,6.2,7583,"['Right Back', 'Center Defensive Midfield']",0,0,0,84,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,1,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Philippe Coutinho Correia,7.4,7583,"['Left Wing', 'Center Attacking Midfield']",5,1,0,87,1,0,3,0,0,0,0,2,0,2,3,1,2,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Gabriel Fernando de Jesus,7.6,7583,"['Left Center Forward', 'Left Wing']",3,1,0,71,0,0,4,2,0,0,0,2,0,0,1,0,1,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Genki Haraguchi,7.9,7584,['Right Wing'],2,1,1,88,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Eden Hazard,8.8,7584,['Left Attacking Midfield'],4,1,0,79,4,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Thomas Meunier,8.3,7584,['Right Wing Back'],2,0,0,85,4,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Shinji Kagawa,7.9,7584,['Center Attacking Midfield'],1,0,0,88,2,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Kevin De Bruyne,7.5,7584,['Right Center Midfield'],2,0,0,83,5,0,3,2,0,0,0,2,0,0,2,1,1,1,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Maya Yoshida,6.5,7584,['Right Center Back'],0,0,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Yannick Ferreira Carrasco,6.4,7584,['Left Wing Back'],1,0,0,74,0,0,4,0,0,0,0,2,0,1,1,0,1,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Hirving Rodrigo Lozano Bahena,6.6,7583,"['Right Wing', 'Left Wing']",4,0,0,67,1,0,6,1,0,0,0,2,0,1,4,1,1,1,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Yuto Nagatomo,5.6,7584,['Left Back'],2,0,0,84,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Makoto Hasebe,5.5,7584,['Right Defensive Midfield'],0,0,0,88,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Yūya Ōsako,6.3,7584,['Center Forward'],0,0,0,71,0,0,1,1,0,0,0,2,0,0,2,0,2,1,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Gaku Shibasaki,7,7584,['Left Defensive Midfield'],1,0,0,80,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,7584,7/2/2018,Belgium,Japan,Round of 16
Hiroki Sakai,6.2,7584,['Right Back'],0,0,0,72,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Toby Alderweireld,6,7584,['Right Center Back'],0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Vincent Kompany,6.3,7584,['Center Back'],5,0,0,92,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Jan Vertonghen,8,7584,['Left Center Back'],2,2,1,79,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Axel Witsel,7.4,7584,['Left Center Midfield'],2,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Dries Mertens,7.4,7584,['Right Attacking Midfield'],0,0,0,77,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Takashi Inui,7.7,7584,['Left Wing'],3,2,1,73,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Gen Shōji,5.7,7584,['Left Center Back'],1,0,0,85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7584,7/2/2018,Belgium,Japan,Round of 16
Miguel Arturo Layún Prado,6.1,7583,['Right Back'],1,0,0,70,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,7583,7/2/2018,Brazil,Mexico,Round of 16
Emil Peter Forsberg,8.1,7586,['Left Midfield'],3,1,1,79,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Andreas Granqvist,7.2,7586,['Left Center Back'],0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Blerim Džemaili,5.8,7586,['Center Attacking Midfield'],1,0,0,94,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Josip Drmic,6,7586,"['Center Forward', 'Right Center Forward']",1,0,0,73,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Granit Xhaka,7,7586,['Left Center Midfield'],2,0,0,87,1,0,0,0,0,0,0,3,0,1,1,1,2,1,0,1,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Manuel Obafemi Akanji,6.9,7586,['Left Center Back'],0,0,0,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Ola Toivonen,7.5,7586,['Left Center Forward'],2,1,0,62,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Marcus Berg,6.2,7586,['Right Center Forward'],3,1,0,64,0,0,0,1,0,0,0,8,0,1,0,0,4,1,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Andrés Mateus Uribe Villa,6.5,7585,['Left Center Midfield'],2,1,0,76,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7585,7/3/2018,Colombia,England,Round of 16
Mikael Lustig,7,7586,['Right Back'],1,0,0,51,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Ludwig Augustinsson,7.1,7586,['Left Back'],0,0,0,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Viktor Claesson,8,7586,['Right Wing'],0,0,0,62,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Gustav Svensson,7.1,7586,['Right Center Midfield'],0,0,0,75,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
Victor Nilsson Lindelöf,7,7586,['Right Center Back'],0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7586,7/3/2018,Sweden,Switzerland,Round of 16
