player,fotmobRating,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,match_id,match_date,home_team,away_team,competition_stage
Henrik Dalsgaard,8,7547,['Right Back'],0,0,0,67,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Luis Jan Piers Advíncula Castrillón,7.8,7546,['Right Back'],1,0,0,85,2,0,4,3,0,0,0,0,0,1,1,0,1,1,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Pedro Jesús Aquino Sánchez,7.8,7546,['Right Defensive Midfield'],1,0,0,84,1,0,0,2,0,0,0,3,0,0,0,0,1,1,0,1,0,7546,6/21/2018,France,Peru,Group Stage
Alberto Junior Rodríguez Valdelomar,6.2,7546,['Left Center Back'],0,0,0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
N'Golo Kanté,7.9,7546,['Right Center Midfield'],0,0,0,90,1,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
José Paolo Guerrero Gonzáles,6.1,7546,['Center Forward'],4,2,0,62,1,0,0,0,0,0,0,1,0,2,4,2,2,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Valon Behrami,7.2,7550,['Right Center Midfield'],0,0,0,97,0,0,1,4,0,0,0,2,0,0,1,1,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Ricardo Iván Rodríguez Araya,7.8,7550,['Left Back'],2,0,0,79,3,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Blerim Džemaili,6.8,7550,['Center Attacking Midfield'],2,1,0,80,1,0,0,2,0,0,0,2,0,1,2,0,5,1,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Steven Zuber,6.6,7550,['Left Wing'],0,0,0,78,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Dušan Tadić,8,7550,['Right Wing'],2,1,0,58,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Kelechi Promise Iheanacho,7,7549,['Left Center Forward'],2,0,0,65,2,0,2,0,0,0,0,0,0,1,3,0,2,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Brian Oladapo Idowu,6.3,7549,['Left Midfield'],0,0,0,82,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Stephan Lichtsteiner,6.8,7550,['Right Back'],1,0,0,82,0,0,1,1,0,0,0,0,0,0,2,0,3,1,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Nemanja Matić,6.5,7550,"['Left Center Midfield', 'Right Center Midfield']",1,0,0,77,1,0,0,2,0,0,0,4,0,1,1,0,2,1,0,1,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Mario Gavranović,7.5,7550,['Secondary Striker'],1,1,0,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Nikola Milenković,6.1,7550,['Right Center Back'],0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Luka Milivojević,6.6,7550,['Right Center Midfield'],0,0,0,83,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Sergej Milinković-Savić,5.4,7550,"['Center Attacking Midfield', 'Left Center Midfield']",1,0,0,78,1,0,1,0,0,0,0,4,0,1,4,0,5,0,0,1,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Granit Xhaka,8.1,7550,['Left Center Midfield'],2,1,1,87,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Filip Kostić,6,7550,['Left Wing'],1,0,0,53,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Celso Borges Mora,6.6,7548,['Right Center Midfield'],1,0,0,80,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Aleksandar Kolarov,6.5,7550,['Left Back'],0,0,0,73,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Fabian Lukas Schär,7,7550,['Right Center Back'],1,0,0,83,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Ragnar Sigurðsson,6.4,7549,['Left Center Back'],0,0,0,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Xherdan Shaqiri,8.5,7550,['Right Wing'],7,1,1,86,0,0,4,0,0,0,0,2,0,2,3,0,3,1,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Aleksandar Mitrović,7.8,7550,['Center Forward'],6,2,1,74,1,0,1,1,0,0,0,4,0,4,2,1,3,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Kári Árnason,5.7,7549,['Right Center Back'],0,0,0,55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Hörður Björgvin Magnússon,6.5,7549,['Left Back'],0,0,0,47,0,0,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Gylfi Þór Sigurðsson,6.1,7549,['Left Defensive Midfield'],3,2,0,69,2,0,4,1,0,0,0,2,0,1,5,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Rúrik Gíslason,6.6,7549,['Right Midfield'],1,0,0,70,1,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Kenneth Josiah Omeruo,8.7,7549,"['Left Center Back', 'Left Back']",1,0,0,63,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Marcos Danilo Ureña Porras,6,7548,['Center Forward'],0,0,0,62,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Aron Einar Gunnarsson,6.3,7549,['Right Defensive Midfield'],0,0,0,64,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
John Michael Nchekwube Obinna,7.9,7549,"['Center Midfield', 'Center Defensive Midfield']",0,0,0,83,1,0,2,4,0,0,0,2,0,0,1,1,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
William Troost-Ekong,6.9,7549,['Center Back'],2,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Birkir Bjarnason,6.2,7549,"['Left Midfield', 'Right Defensive Midfield']",2,0,0,89,1,0,1,2,0,0,0,2,0,1,0,0,4,1,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Tyronne Ebuehi,6.5,7549,['Left Midfield'],0,0,0,92,2,0,0,3,0,0,0,1,1,0,1,0,1,1,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Birkir Már Sævarsson,5.8,7549,['Right Back'],0,0,0,70,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Jón Daði Böðvarsson,6.6,7549,['Left Center Forward'],1,0,0,78,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Alfreð Finnbogason,6.2,7549,"['Right Center Forward', 'Center Forward']",2,1,0,80,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Victor Moses,8,7549,['Right Midfield'],3,0,0,87,1,1,1,1,0,0,0,0,0,2,3,0,1,1,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Ahmed Musa,9.1,7549,"['Right Center Forward', 'Left Center Forward']",3,2,2,83,2,0,3,1,0,0,0,2,0,0,0,0,2,2,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Onyinye Wilfred Ndidi,8.1,7549,"['Right Center Midfield', 'Center Midfield']",2,1,0,79,1,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Leon Aderemi Balogun,7.2,7549,['Right Center Back'],1,0,0,80,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Carlos Henrique Casimiro,8,7548,"['Center Defensive Midfield', 'Right Defensive Midfield']",2,2,0,84,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Willian Borges da Silva,6.9,7548,['Right Wing'],1,0,0,77,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Haris Seferović,6,7550,['Secondary Striker'],0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Manuel Obafemi Akanji,8.2,7550,['Left Center Back'],2,0,0,91,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Branislav Ivanović,7.4,7550,['Right Back'],0,0,0,78,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Douglas Costa de Souza,7.8,7548,['Right Wing'],0,0,0,82,2,1,4,1,0,0,0,0,0,0,3,1,1,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Gabriel Fernando de Jesus,7.7,7548,['Center Forward'],2,0,0,72,0,0,1,1,0,0,0,2,0,0,2,0,3,1,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Duško Tošić,6.5,7550,['Left Center Back'],0,0,0,78,0,0,0,4,0,0,0,3,0,0,0,0,1,1,1,0,0,7550,6/22/2018,Serbia,Switzerland,Group Stage
Johan Alberto Venegas Ulloa,6.2,7548,"['Right Wing', 'Center Forward']",0,0,0,76,0,0,2,0,0,0,0,2,0,0,3,0,3,1,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Cristian Gamboa Luna,7.9,7548,['Right Wing Back'],1,0,0,69,1,0,1,2,0,0,0,1,0,1,0,0,1,1,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Philippe Coutinho Correia,8.9,7548,"['Left Center Midfield', 'Left Attacking Midfield', 'Center Attacking Midfield']",6,3,1,92,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
José Paulo Bezzera Maciel Júnior,7.9,7548,['Right Center Midfield'],0,0,0,92,3,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Neymar da Silva Santos Junior,8.1,7548,['Left Wing'],6,3,1,74,3,0,3,1,0,0,0,4,0,1,7,0,6,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Johnny Acosta Zamora,5.6,7548,"['Right Center Back', 'Right Wing Back']",0,0,0,70,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Giancarlo González Castro,5.9,7548,['Center Back'],0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Fágner Conserva Lemos,7.1,7548,['Right Back'],0,0,0,93,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Thiago Emiliano da Silva,7.8,7548,['Right Center Back'],2,0,0,93,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Bryan Ruiz González,6.3,7548,['Left Wing'],0,0,0,67,0,0,2,1,0,0,0,2,0,0,5,3,2,1,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Bryan Oviedo,5.8,7548,['Left Wing Back'],1,0,0,85,0,0,0,2,0,0,0,4,0,0,1,1,1,1,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
David Alberto Guzmán Pérez,6.2,7548,"['Left Center Midfield', 'Left Midfield']",0,0,0,73,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Marcelo Vieira da Silva Júnior,8.4,7548,['Left Back'],3,1,0,87,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Óscar Esau Duarte Gaitán,6.4,7548,"['Left Center Back', 'Right Center Back']",1,0,0,75,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
João Miranda de Souza Filho,7.3,7548,['Left Center Back'],0,0,0,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7548,6/22/2018,Brazil,Costa Rica,Group Stage
Oghenekaro Etebo,7.7,7549,['Left Center Midfield'],2,1,0,77,2,0,1,1,0,0,0,1,0,0,2,1,3,1,0,0,0,7549,6/22/2018,Nigeria,Iceland,Group Stage
Andreas Granqvist,6,7551,['Left Center Back'],1,1,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Joshua Kimmich,7.7,7551,['Right Back'],0,0,0,81,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Jérôme Boateng,5.9,7551,['Right Center Back'],2,0,0,90,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,1,7551,6/23/2018,Germany,Sweden,Group Stage
Jonas Hector,7.3,7551,['Left Back'],2,1,0,90,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Toni Kroos,9,7551,"['Left Defensive Midfield', 'Right Defensive Midfield']",5,1,1,91,2,0,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Julian Draxler,6.6,7551,['Left Wing'],1,0,0,86,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Antonio Rüdiger,7.3,7551,['Left Center Back'],0,0,0,93,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Emil Peter Forsberg,6.1,7551,['Left Midfield'],1,1,0,77,0,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Marco Reus,8.5,7551,['Center Attacking Midfield'],2,1,1,81,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Thomas Müller,7.8,7551,['Right Wing'],1,0,0,74,2,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Saîf-Eddine Khaoui,6.3,7552,['Left Center Midfield'],2,0,0,86,0,0,1,1,0,0,0,2,0,1,2,1,2,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Timo Werner,7.5,7551,"['Center Forward', 'Left Wing']",1,0,0,65,3,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Romelu Lukaku Menama,9,7552,['Center Forward'],2,2,2,74,2,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Kevin De Bruyne,7.2,7552,"['Right Center Midfield', 'Left Center Midfield', 'Left Attacking Midfield']",0,0,0,87,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Anga Dedryck Boyata,6.7,7552,['Center Back'],0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Toby Alderweireld,7.5,7552,"['Right Back', 'Right Center Back']",2,0,0,87,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Thomas Meunier,8.2,7552,['Right Midfield'],2,1,0,76,1,1,1,1,0,0,0,3,0,1,1,1,1,1,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Dries Mertens,7.8,7552,"['Right Wing', 'Right Center Forward']",0,0,0,77,1,1,0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Yassine Meriah,5.4,7552,['Left Center Back'],0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Ali Maâloul,5.6,7552,['Left Back'],0,0,0,86,3,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Ferjani Sassi,6.8,7552,['Right Center Midfield'],2,0,0,78,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,1,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Jan Vertonghen,6.9,7552,['Left Center Back'],0,0,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Eden Hazard,9.3,7552,"['Left Wing', 'Left Center Forward']",4,3,2,81,3,0,2,0,0,1,0,1,0,1,4,1,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Yannick Ferreira Carrasco,7.7,7552,['Left Midfield'],4,3,0,72,2,0,1,0,0,0,0,2,0,1,2,0,1,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Ludwig Augustinsson,6.1,7551,['Left Back'],0,0,0,67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Anice Badri,7.1,7552,"['Left Center Forward', 'Right Wing', 'Left Wing']",3,2,0,90,1,0,1,0,0,0,0,0,0,1,2,0,2,1,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Fakhreddine Ben Youssef,6.8,7552,"['Right Wing', 'Left Wing']",2,0,0,69,2,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Ellyes Joris Skhiri,5.4,7552,['Center Defensive Midfield'],0,0,0,90,3,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Hamdi Nagguez,7.4,7552,['Right Back'],0,0,0,74,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Yohan Benalouane,7.1,7552,['Right Center Back'],0,0,0,56,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
İlkay Gündoğan,6.8,7551,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back']",1,1,0,92,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Sebastian Larsson,6.7,7551,['Right Center Midfield'],0,0,0,84,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,7551,6/23/2018,Germany,Sweden,Group Stage
Ola Toivonen,7.2,7551,['Right Center Forward'],1,1,1,56,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Victor Nilsson Lindelöf,5.9,7551,['Right Center Back'],0,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Marcus Berg,6.7,7551,['Left Center Forward'],3,2,0,83,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Albin Ekdal,6.4,7551,['Left Center Midfield'],0,0,0,57,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7551,6/23/2018,Germany,Sweden,Group Stage
Mikael Lustig,6.5,7551,['Right Back'],0,0,0,73,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Viktor Claesson,7.1,7551,['Right Midfield'],0,0,0,68,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7551,6/23/2018,Germany,Sweden,Group Stage
Wahbi Khazri,8.3,7552,['Center Forward'],6,2,1,67,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
Axel Witsel,7.3,7552,"['Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield']",3,0,0,89,0,0,0,2,0,0,0,2,0,1,1,1,0,0,0,0,0,7552,6/23/2018,Belgium,Tunisia,Group Stage
José Andrés Guardado Hernández,7.7,7553,['Left Defensive Midfield'],2,1,0,79,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Seon-Min Moon,6.3,7553,"['Right Wing', 'Right Midfield']",2,0,0,73,0,0,0,1,0,0,0,1,0,0,2,0,2,1,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Hee-Chan Hwang,7.3,7553,"['Left Wing', 'Right Center Forward', 'Left Center Forward']",1,1,0,33,2,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Jae-Sung Lee,7.3,7553,"['Center Attacking Midfield', 'Left Midfield', 'Right Center Midfield', 'Right Midfield']",3,1,0,80,1,1,1,1,0,0,0,1,0,0,3,1,2,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Javier Hernández Balcázar,8.1,7553,['Center Forward'],3,1,1,84,1,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Min-Woo Kim,6.6,7553,['Left Back'],0,0,0,73,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Hirving Rodrigo Lozano Bahena,7.4,7553,['Left Wing'],3,0,0,87,0,1,2,1,0,0,0,2,0,2,2,0,2,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Héctor Miguel Herrera López,6.8,7553,"['Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']",1,0,0,87,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Carlos Joel Salcedo Hernández,7.1,7553,['Right Center Back'],1,1,0,88,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Miguel Arturo Layún Prado,7.3,7553,"['Right Wing', 'Right Back']",1,1,0,73,3,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Edson Omar Álvarez Velázquez,7.2,7553,"['Right Back', 'Right Wing']",1,0,0,90,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Se-Jong Ju,6.8,7553,['Right Defensive Midfield'],0,0,0,73,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Héctor Alfredo Moreno Herrera,7.1,7553,['Left Center Back'],0,0,0,89,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Jesús Daniel Gallardo Vasconcelos,7.6,7553,['Left Back'],0,0,0,83,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Yong Lee,6.5,7553,['Right Back'],0,0,0,67,0,0,2,5,0,0,0,4,0,0,1,1,0,0,0,1,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Hyun-Soo Jang,6.2,7553,['Right Center Back'],0,0,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Young-Gwon Kim,6.2,7553,['Left Center Back'],0,0,0,90,0,0,2,0,0,0,0,3,0,0,0,0,1,1,0,1,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Sung-Yeung Ki,6.6,7553,"['Left Defensive Midfield', 'Left Center Midfield']",3,2,0,89,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Heung-Min Son,8,7553,"['Center Forward', 'Left Center Forward', 'Right Center Forward']",8,2,1,91,4,0,5,0,0,0,0,1,0,2,2,0,3,1,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
Carlos Alberto Vela Garrido,8.4,7553,"['Center Attacking Midfield', 'Right Center Midfield']",2,1,1,85,2,0,4,1,0,0,0,2,0,1,3,1,0,0,0,0,0,7553,6/23/2018,South Korea,Mexico,Group Stage
M'Baye Babacar Niang,8.1,7556,['Center Forward'],5,3,0,65,1,0,1,0,0,0,0,1,0,2,0,0,8,0,0,0,0,7556,6/24/2018,Japan,Senegal,Group Stage
Alfred John Momar N'Diaye,6.2,7556,['Center Defensive Midfield'],1,0,0,89,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7556,6/24/2018,Japan,Senegal,Group Stage
Yuto Nagatomo,7.4,7556,['Left Back'],0,0,0,78,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7556,6/24/2018,Japan,Senegal,Group Stage
Idrissa Gana Gueye,7.3,7556,['Left Center Midfield'],0,0,0,84,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,7556,6/24/2018,Japan,Senegal,Group Stage
Santiago Arias Naranjo,8,7555,['Right Back'],1,0,0,87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7555,6/24/2018,Poland,Colombia,Group Stage
Youssouf Sabaly,6.3,7556,['Left Back'],2,1,0,72,1,0,1,0,0,0,0,4,0,1,0,0,1,0,0,1,0,7556,6/24/2018,Japan,Senegal,Group Stage
Takashi Inui,8.7,7556,['Left Midfield'],2,1,1,88,0,1,1,0,0,0,0,1,0,0,1,1,2,0,0,1,0,7556,6/24/2018,Japan,Senegal,Group Stage
Hiroki Sakai,7.1,7556,['Right Back'],0,0,0,78,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,7556,6/24/2018,Japan,Senegal,Group Stage
Genki Haraguchi,6.5,7556,['Right Midfield'],1,0,0,78,1,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,0,7556,6/24/2018,Japan,Senegal,Group Stage
